run_id,requested_days,actual_bars,start_time,end_time,trades,win_rate,profit_factor,return_pct,total_profit,max_drawdown
1,20,1920,2024-09-27 09:30:00,2024-10-28 06:15:00,45,42.22222222222222,0.8920408836177508,-2.84025779801068,-284.02577980106724,759.9406890939281
2,30,2880,2024-10-22 19:00:00,2024-12-05 10:30:00,62,43.54838709677419,0.9455400469131251,-2.000079899777211,-200.0079899777205,762.811576490647
3,40,3840,2024-11-14 03:30:00,2025-01-15 16:00:00,91,48.35164835164835,1.170837411960179,8.693308685376868,869.3308685376862,760.7723777089832
4,50,4800,2024-12-05 16:30:00,2025-02-20 16:00:00,114,48.24561403508772,1.1402395665672282,9.570187923807898,957.0187923807903,1258.3804805800846
5,60,5760,2024-12-26 23:00:00,2025-03-27 05:45:00,137,45.25547445255474,1.0757337941477887,6.098272982933631,609.8272982933629,1329.2385884783907
6,75,7200,2025-01-14 22:15:00,2025-05-06 12:45:00,176,44.88636363636363,0.9984073590560845,-0.17012761715992383,-17.01276171599227,1854.8118928804724
7,90,8640,2025-01-29 03:15:00,2025-06-11 09:00:00,210,43.333333333333336,0.9320595753601439,-7.867329584595427,-786.7329584595434,1660.9372956121497
8,106,10176,2025-02-10 02:45:00,2025-07-16 13:00:00,249,44.17670682730924,0.9569191052645686,-6.040062671219366,-604.0062671219359,1565.2368929585882
9,110,10560,2025-02-25 18:00:00,2025-08-07 05:15:00,255,43.92156862745098,0.9631844894063277,-5.570861278725679,-557.0861278725677,1834.108381849166
10,130,12480,2025-02-28 21:15:00,2025-09-10 09:30:00,297,41.41414141414141,0.8431091134276908,-25.542124381840516,-2554.2124381840513,2875.8026557168187
11,150,14400,2025-03-03 20:00:00,2025-10-10 05:15:00,347,41.4985590778098,0.8625030819080766,-24.48859331875192,-2448.859331875192,3072.615177501826
12,170,16320,2025-02-28 14:15:00,2025-11-06 19:30:00,399,41.60401002506266,0.864425372364553,-28.402723541415387,-2840.272354141539,2885.406946927317
13,179,17184,2025-03-06 09:30:00,2025-11-25 23:45:00,415,42.40963855421687,0.8887676414142511,-24.3683758182327,-2436.83758182327,3104.539778012944
14,193,18528,2025-03-05 15:15:00,2025-12-16 16:00:00,441,41.723356009070294,0.8617178747736997,-31.24697560133272,-3124.6975601332724,3181.303027558408
15,210,20160,2025-02-27 01:15:00,2026-01-06 22:45:00,481,40.95634095634096,0.852175772026729,-37.8062673914102,-3780.62673914102,4270.034661137542
16,230,22080,2025-02-13 21:45:00,2026-01-23 02:15:00,526,40.68441064638783,0.8525608597722156,-40.630549282683376,-4063.054928268338,4536.1360103514
17,237,22752,2025-02-14 05:15:00,2026-02-03 15:45:00,539,41.00185528756957,0.8657550019662472,-37.49927679441119,-3749.927679441119,4536.1360103514
18,251,24096,2025-02-05 04:45:00,2026-02-13 06:15:00,568,41.19718309859155,0.8690651011308236,-38.4776196301634,-3847.7619630163404,4561.89778484076
19,270,25920,2025-01-16 12:30:00,2026-02-23 17:45:00,614,41.042345276872965,0.8597858797292421,-42.504493926957686,-4250.449392695768,4552.729507120738
20,295,28320,2024-12-13 05:15:00,2026-02-27 23:30:00,670,41.940298507462686,0.906242327995861,-35.15373672196515,-3515.373672196515,5228.622607265133
