run_id,requested_days,actual_bars,start_time,end_time,trades,win_rate,profit_factor,return_pct,total_profit,max_drawdown
1,20,5760,2025-05-09 15:10:00,2025-06-06 15:10:00,60,25.0,0.2788975759264305,-31.16031094655384,-3116.0310946553836,3263.106064507646
2,28,8064,2025-05-23 02:55:00,2025-07-02 02:55:00,84,30.952380952380953,0.42269446382840165,-30.994364933975106,-3099.43649339751,3682.1518810673233
3,30,8640,2025-06-05 09:40:00,2025-07-17 09:40:00,91,38.46153846153847,0.6436899872703161,-19.24930389871188,-1924.9303898711873,2617.1751822136393
4,40,11520,2025-06-17 05:05:00,2025-08-12 05:00:00,120,30.833333333333336,0.5713989011470099,-32.40273824332066,-3240.2738243320664,3302.221652851411
5,44,12672,2025-06-27 05:30:00,2025-08-28 05:25:00,132,28.78787878787879,0.5179985907027381,-40.85331675729523,-4085.331675729524,4404.219153058339
6,53,15264,2025-07-07 12:15:00,2025-09-18 12:10:00,160,31.874999999999996,0.5648906490685452,-40.70096615156268,-4070.096615156268,4225.70990268475
7,60,17280,2025-07-15 11:25:00,2025-10-07 11:25:00,182,33.51648351648351,0.6334084360658654,-39.78018321113316,-3978.0183211133162,5078.5504379188405
8,69,19872,2025-07-21 23:10:00,2025-10-24 23:15:00,207,33.81642512077295,0.534379669826386,-52.5742597323558,-5257.4259732355795,5284.083133204305
9,75,21600,2025-07-28 18:35:00,2025-11-10 19:00:00,225,34.66666666666667,0.5120450989044077,-54.59498452420098,-5459.498452420098,5459.498452420102
10,86,24768,2025-07-30 13:55:00,2025-11-27 14:35:00,255,34.11764705882353,0.5170669362177586,-60.62438324477658,-6062.438324477658,6062.438324477656
11,90,25920,2025-08-05 21:55:00,2025-12-09 22:35:00,267,33.70786516853933,0.5323275689650898,-62.308543231537136,-6230.854323153714,6287.060884859413
12,102,29376,2025-08-05 04:40:00,2025-12-26 05:20:00,303,33.33333333333333,0.539527357779219,-66.58744558717204,-6658.744558717204,6847.495576619177
13,110,31680,2025-08-05 17:40:00,2026-01-08 18:20:00,327,32.415902140672785,0.51512415075503,-72.85386461762207,-7285.386461762207,7286.761413748482
14,127,36576,2025-07-28 06:45:00,2026-01-23 07:25:00,376,32.4468085106383,0.4671664116192447,-79.54269726258067,-7954.269726258068,7954.950693231147
15,130,37440,2025-07-30 08:25:00,2026-01-30 09:05:00,386,33.160621761658035,0.4954308469337389,-79.18217784934043,-7918.217784934044,8065.78210575113
16,143,41184,2025-07-22 05:00:00,2026-02-10 05:40:00,424,32.31132075471698,0.5043044306010362,-82.17028530580097,-8217.028530580097,8243.685690548822
17,150,43200,2025-07-17 18:05:00,2026-02-16 18:45:00,442,31.90045248868778,0.48716116777613855,-84.45669440218147,-8445.669440218147,8445.669440218146
18,160,46080,2025-07-09 21:00:00,2026-02-20 21:40:00,472,33.26271186440678,0.5368830060862814,-83.79098435678485,-8379.098435678485,8951.285364869454
19,168,48384,2025-07-02 20:10:00,2026-02-25 20:50:00,496,33.266129032258064,0.5338752467289529,-85.43632447698825,-8543.632447698825,8565.67890721214
20,177,50976,2025-06-23 23:10:00,2026-02-27 23:50:00,523,33.269598470363285,0.5480116315499304,-86.41283349993358,-8641.283349993359,8641.283349993362
